EVTOPTB6501;Я не боюсь конфедераций;Je ne crains pas la confйdйration.;Ich habe vor keiner Konfцderation Angst.;;Ningъn veto nos intimida;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME6502;Поддержка дворянства;Soutien des nobles.;Der Adel unterstьtzt uns.;;Apoyo de la nobleza;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC6502;"Наша знать, опасающаяся потерять свои земли под напором нашего общего врага, кажется, больше не собирается воспользоваться своим правом ""Liberum Veto"". Наоборот, они готовы приложить некоторые усилия к достижению победы.";Nos nobles craignent que si leurs terres passent а l’ennemi, ils ne disposeront plus du Librium Veto. Ils ont donc dйcidй de participer а l’effort de guerre.;Unsere Adeligen fьrchten, dass sie im Falle des Verlustes ihrer Lдndereien an den Feind auch ihr Einspruchsrecht einbьЯen wьrden. Aus diesem Grund unterstьtzen sie nun unsere Kriegsbemьhungen.;;Los nobles temen que, si sus tierras caen en poder del enemigo, ya no podrбn disfrutar del 'librium veto'. Por tanto, estбn realizando contribuciones al esfuerzo de guerra.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6502;Отлично!;Excellent.;Hervorragend;;Excelente;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME6503;Реформа;Rйforme.;Reform;;Reforma;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC6503;"Долгое время власть правительства была серьезно ограничена предоставленным знати правом ""Liberum Veto"". Сейчас мы наконец-то достаточно сильны, чтобы начать реформы. Однако попытка усилить государство может не понравиться нашим соседям.";Pendant longtemps, la puissance du gouvernement a йtй limitйe par le Librium Veto. A prйsent, le gouvernement se sent suffisamment puissant pour entamer un programme de rйformes. Mais nos voisins risquent de ne pas apprйcier nos tentatives visant а renforter l'Etat.;Die Macht der Regierung wurde lange Zeit durch das zugestandene Einspruchsrecht stark kompromittiert. Jetzt fьhlt sich die Regierung endlich dazu in der Lage, ein Reformprogramm in Betracht zu ziehen. Unsere Nachbarn wьrden unseren Versuchen, den Staat zu stдrken, jedoch nicht wohlwollend gegenьber stehen.;;Durante mucho tiempo, el poder del gobierno se ha visto seriamente restringido por el otorgamiento del 'librium veto'. Ahora, por fin el gobierno se siente lo bastante fuerte como para considerar un programa de reformas. Sin embargo, los vecinos no verбn con buenos ojos nuestros intentos de reforzar el estado.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6503;Но мы должны сделать это;Oui, nous devons le faire.;Wir brauchen Reformen.;;Debemos hacerlo;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTB6503;Нет, время еще не пришло;Ce n’est pas le moment.;Nein, die Zeit dafьr ist noch nicht gekommen.;;Aъn no es el momento;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME6504;"Конец ""Liberum Veto""";Fin du Librium Veto.;Ende des Einspruchsrechts.;;Fin del 'librium veto';;;;;;;;;x;;;;;;;;;;;;;
EVTDESC6504;"Одна из соседних держав в течение длительного времени была слабой и разобщенной, потому что на ее территории действовало право ""Liberum Veto"". Теперь же они пытаются провести реформу и стать сильнее.";Un de nos voisins s’est laissй affaiblir et divisй par la politique du Librium Veto. Mais maintenant, il a entamй une rйforme et se renforce considйrablement.;Einer unserer Nachbarn hat sich freundlicherweise durch Zugestдndnisse des Einspruchsrechts selbst geschwдcht und uneinig gemacht. Nun haben sie jedoch Reformen eingeleitet und werden daraus gestдrkt hervorgehen.;;Uno de nuestros vecinos nos habнa hecho el favor de mantenerse en una posiciуn dйbil mediante la polнtica del 'librium veto'. Pero ahora ha comenzado una reforma que le reforzarб enormemente.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6504;Время действовать;Il est temps de passer а l’action.;Es ist an der Zeit, etwas zu unternehmen.;;Es hora de actuar;;;;;;;;;x ;;;;;;;;;;;;;
EVTNAME6601;На пороге революции;La rйvolution est en marche;Die Revolution ist hier.;;La revoluciуn ha llegado;;;;;;;;;x ;;;;;;;;;;;;;
EVTDESC6601;"Режим пал. Революционеры взяли штурмом главную тюрьму в столице, что нанесло непоправимый ущерб всей администрации. Попытка сформировать новое, конституционное правительство натолкнулось на желание монарха оставить все, как было в ""старые добрые времена"". Ему пришлось отрубить голову, а власть в свои руки взял Комитет Общественного Спасения. Нас ждет блестящее будущее, но, как кажется, мы раздражаем каждую коронованную голову в Европе. Поэтому мы должны быть готовы защищать республику с оружием в руках. Впрочем, либералы из других стран обращаются к нам за помощью, так что мы можем рассчитывать на их поддержку.";Les activitйs rйvolutionnaires croissantes de notre pays ont conduit а l’effondrement du rйgime. Les masses rйvolutionnaires ont pris la plus grosse prison de notre capitale, йbranlant tout le gouvernement. L'offre consistant а former un nouveau gouvernement plus constitutionnel a йtй initialement acceptйe, mais notre monarque corrompu n'a pas rйsistй а l'envie de remettre en place les techniques du passй. Nous n'avons pas eu d'autre choix que de limiter l'influence du roi sur le gouvernement en le dйcapitant. Certes, les monarchistes conservateurs ont йtй convaincus qu'un autre roi allait rapidement le remplacer, mais il n'en a rien йtй. Un comitй provisoire de sйcuritй publique a йtй nommй, comitй composй des chefs de la rйvolution et d'un gйnйral des plus ambitieux. Notre politique de libertй et d'йgalitй est excellente, mais semble agacer les autres monarchies d'Europe. Des rapports selon lesquels elles s'apprкtent а nous faire la guerre nous parviennent, et il nous faut nous prйparer а dйfendre la rйpublique. D'un point de vue plus positif, des forces libйrales comptent sur nous pour leur transfйrer les bienfaits de la rйvolution et nous devrions pouvoir en tirer un certain soutien.;Die wachsenden revolutionдren Aktivitдten in unserem Land haben zum Sturz des Regimes gefьhrt. Die Revolutionsmassen haben ein groЯes Gefдngnis in unserer Hauptstadt gestьrmt, was eine Schockwelle durch die gesamte Regierung gejagt hat. Eine neue, etwas konstitutionellere Monarchie wurde anfдnglich akzeptiert, doch dann konnte unser alter korrupter Monarch einfach nicht der Versuchung widerstehen, die guten, alte Zeiten wiederherzustellen. Wir hatten keine andere Wahl, die Mцglichkeiten des Kцnigs zur Beeinflussung der Regierung durch Entfernung seines Kopfes einzuschrдnken. Obzwar hartgesottene Monarchisten der Ansicht waren, dem Kцnig wьrde ein neuer wachsen, so war dies nicht der Fall. Jetzt wurde ein vorьbergehendes Kommittee fьr цffentliche Sicherheit bestellt, das die Anfьhrer der anfдnglichen Revolution sowie einen ьbereifrigen General umfasst. Die Zukunft unseres Regimes hinsichtlich Freiheit und Gleichheit sдhe gar golden aus, hдtten wir es uns nicht mit jedem anderen gekrцnten Haupt Europas verscherzt. Schon hцren wir, dass sie fьr den Krieg gegen uns rьsten, also mьssen wir uns nun auf die Verteidigung der Republik vorbereiten. Die positive Seite ist, dass liberale Krдfte uns ersuchen,  die Vorzьge der Revolution zu ihnen zu exportieren, was uns Unterstьtzung verschaffen wird.;;La creciente actividad revolucionaria en nuestro paнs ha provocado el derrumbamiento del rйgimen. Las masas revolucionarias han atacado una importante prisiуn en la capital y esto ha conmocionado a todo el gobierno. La oferta de formar una nueva monarquнa, algo mбs constitucional, ha sido aceptada inicialmente, pero nuestro querido y corrupto monarca no ha podido resistir la tentaciуn de volver a los viejos dнas de gloria. No nos ha quedado otra opciуn que limitar la capacidad de gobierno del antiguo monarca cortбndole la cabeza. Aunque los monбrquicos mбs recalcitrantes estaban convencidos de que al rey le crecerнa otra cabeza, no ha sido asн. Se ha designado a un comitй de bienestar pъblico, meramente temporal, que engloba a los lнderes originales de la revoluciуn y a un general muy ambicioso. El futuro de libertad e igualdad patria del rйgimen podrнa ser brillante, pero parece que hemos hecho enfadar a todas las testas coronadas de Europa. De hecho, ya tenemos informes de que preparan una guerra contra nosotros, asн que nos hemos de preparar para defender la repъblica. La buena noticia es que las fuerzas liberales esperan de nosotros que les exportemos los beneficios de la revoluciуn y asн podremos tener algo de apoyo.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6601;Да здравствует революция!;Vive la rйvolution;Es lebe die Revolution;;Vive la Rйvolution!;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME6602;Защита революции;Dйfense de la rйvolution;Verteidigung der Revolution;;Defensa de la revoluciуn;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC6602;Реакционные силы не только отказываются признать наше революционное государство частью общей европейской семьи народов, но и отрицают наше очевидное право распространять революцию в другие страны. В итоге наши граждане сплачиваются, чтобы защищать революцию силой.;Les forces de rйaction, en plus d’avoir refusй notre gouvernement rйvolutionnaire en tant que l’une des familles d’Europe, nous ont privйs de notre droit а йtendre notre rйvolution aux autres pays qui en ont besoin. Notre peuple se rallie а la rйvolution.;Die reaktionдren Krдfte weigern sich nicht nur, unsere Revolutionsregierung als zur europдischen Familien zugehцrig zu akzeptieren, nein, sie sprechen auch unserem Manifest, unsere Revolution auf bedьrftige Lдnder auszuweiten, die RechtmдЯigkeit ab. Unser Volk sammelt sich zur Unterstьtzung der Revolution.;;Las fuerzas reaccionarias no solo rehъsan aceptar que nuestro gobierno revolucionario pueda formar parte de la familia de Europa, sino que ademбs nos niegan el derecho manifiesto de exportar la revoluciуn a otros paнses necesitados. Nuestro pueblo se ha volcado en apoyo de la revoluciуn.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6602;Мы должны бороться;Nous devons nous battre.;Wir mьssen weiterkдmpfen.;;Debemos seguir la lucha;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME6603;Силы революции должны быть сломлены;La rйvolution doit кtre contenue.;Die Revolution muss eingedдmmt werden.;;Hemos de contener la revoluciуn;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC6603;Порочное революционное правительство творит ужаснейшие вещи: оно отменило феодальные повинности, взимает налоги с духовенства и казнит знатных людей. Кроме того, они пытаются перенести заразу революции на другие страны вне зависимости от того, хотят ли там этого. Все умные люди нашего государства сплотились в поддержке нашего благословенного монарха в его борьбе против великого врага.;Le malйfique gouvernement rйvolutionnaire ne se contente pas de vils agissements comme la suppression des obligations fйodales, l’imposition du clergй ou la dйcapitation des nobles, il exporte йgalement son dogme rйvolutionnaire vers d’autres pays, qu’ils le veuillent ou non. Les bien-pensants de notre royaume rallient notre monarque divinement йlu dans sa lutte contre le grand ennemi.;Die bцsartige Revolutionsregierung zeigt sich nicht nur fьr schlechte Dinge wie die Entfernung des feudalen Verpflichtungsgefьges, der Besteuerung des Klerus und der Enthauptung von Adligen verantwortlich, nein, sie exportieren ihr revolutionдres Dogma auch zu anderen Lдndern, ob es diesen gefдllt oder nicht. Rechtschaffene Leute in unserem Reich sammeln sich zur Unterstьtzung unseres von Gott eingesetzten Monarchen in seinem Kampf gegen den Feind.;;El malvado gobierno revolucionario no solo estб realizando vilezas -como eliminar las obligaciones feudales, fijar impuestos para el clero y decapitar a la nobleza- sino que para colmo exporta su dogma revolucionario a otros paнses, con su colaboraciуn o sin ella. La gente bienpensante del reino se estб movilizando en apoyo a nuestro monarca por derecho divino en su lucha contra el gran enemigo.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6603;Победа будет за нами;Nous ferons face.;Wir werden es ьberstehen.;;Nos sobrepondremos;;;;;;;;;x   ;;;;;;;;;;;;;
EVTNAME6604;Завершение революции;La rйvolution est terminйe;Die Revolution ist vorbei.;;La revoluciуn ha terminado;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC6604;Реакционные силы свергли народное правительство, заменив революционеров-безбожников нашим богопомазанным королем. Население сдувает пыль с монархических символов.;Les forces rйactionnaires ont destituй le gouvernement populaire et remplacй notre gouvernement rйvolutionnaire impie par un roi divinement ordonnй. Les gens dйpoussiиrent tous les symboles monarchistes.;Reaktionдre Truppen haben die Volksregierung gestьrzt und unsere gottlose Revolutionsregierung mit einem von Gott eingesetzten Kцnig ersetzt. Das Volk ist dabei, seine alten monarchischen Symbole abzustauben.;;Las fuerzas reaccionarias han depuesto al gobierno del pueblo y sustituido a nuestro gobierno laico y revolucionario por un rey elegido por imperativo divino. La gente estб desempolvando de nuevo todos los sнmbolos de la monarquнa;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6604;Все хорошо...;Que des bonnes choses...;Alle guten Dinge...;;Lo bueno, si breve…;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME6605;Порядок восстановлен;L’ordre a triomphй !;Die Ordnung hat gesiegt!;;ЎEl orden ha triunfado!;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC6605;Наши победоносные армии свергли грязное революционное правительство и вернули трон законному монарху. Теперь осталось только заключить справедливый мир.;Nos armйes victorieuses ont rйussi а destituer ce vil gouvernement rйvolutionnaire, un nouveau monarque a йtй mis au pouvoir. Il nous faut а prйsent accepter une paix juste.;Unseren siegreichen Armeen ist es gelungen, die verderbte Revolutionsregierung zu stьrzen und einen gцttlich gesegneten Kцnig an die Macht zu bringen. Nun brauchen wir nur noch einen gerechten Frieden.;;Nuestros ejйrcitos victoriosos han logrado deponer al grotesco gobierno revolucionario. Se ha puesto en el poder a un monarca debidamente designado pos Dios. Ahora solo hay que acordar una paz justa.;;;;;;;;;x;;;;;;;;;;;;;
EVTOTPA6605;Это надо отпраздновать!;Rйjouissez-vous !;Freuet euch!;;ЎRegocijaos!;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME6606;Штурм Бастилии;La prise de la Bastille;Die Erstьrmung der Bastille;;La toma de la Bastilla;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC6606;Мы не смогли остановить третье сословие от восстания. Толпа взяла штурмом Бастилию и свергла старый режим. Была утверждена новая революционная республика. Они провозглашают странные идеи и требуют неотделимых прав для всех, кроме монарха. Все монархические дома Европы заняли враждебную позицию, и, кажется, война неминуема.;Nous n’avons pas rйussi а empкcher la rйvolte qui grondait. La foule a dйferlй sur la Bastille et destituй l’ancien rйgime. Une nouvelle rйpublique rйvolutionnaire a йtй mise en place avec d’йtranges notions comme des droits aliйnables pour tous (pas uniquement pour les monarques). Mais dйjа les autres monarchies europйennes s'insurgent et la guerre semble inйvitable.;Wir konnten nicht verhindert, dass sich der dritte Stand in einer Revolte erhebt. Der Mob hat die Bastille gestьrmt und das alte Regime gestьrzt. Die neu installierte Revolutionsrepublik verkьndet solch merkwьrdige Dinge wie verдuЯerbare Rechte fьr jedermann, nicht nur den Monarchen;;No hemos sido capaces de evitar el alzamiento revolucionario del tercer estado. La multitud ha tomado la Bastilla y ha depuesto al antiguo rйgimen. Se ha instaurado una nueva repъblica revolucionaria, con nociones tan extraсas como la de derechos inalienables para todos (no solo para los monarcas). Las monarquнas europeas ya nos eran hostiles, y ahora parece que la guerra es inminente.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6606;Сегодня, ничего;Aujourd'hui, rien;Aujourd'hui, rien;;Aujourd'hui, rien;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME6607;Реставрация;La Restauration;Die Restauration;;La restauraciуn;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC6607;Силы правопорядка наконец-то вошли в нашу столицу, древний режим был восстановлен. Франция вернулась к монархии.;Les forces de l’ordre l’ont finalement emportй, l’ancien rйgime a йtй restaurй et la France a retrouvй son йtat normal.;Die Ordnungskrдfte konnten endlich triumphieren und das alte Regime wieder einsetzen. Die Zustдnde in Frankreich sind wieder normal.;;Finalmente, las fuerzas del orden han resultado triunfantes, el antiguo rйgimen ha sido reestablecido y Francia ha vuelto a la normalidad.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6607;Пусть французы празднуют;Que la plupart des Franзais se rйjouissent.;Auf dass sich die meisten Franzosen erfreuen mцgen!;;Que la mayorнa de los franceses se regocijen;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME6608;Конец монархии;La fin de la monarchie.;Das Ende der Monarchie.;;El fin de la monarquнa;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC6608;Из-за неспособности монархии приспособиться к новым прогрессивным условиям наш революционный суд решил, что монарх должен внести вклад в развитие науки. Короли прогнившего режима будут первыми, кто испытает на себя новое изобретение доктора Гильотена.;La monarchie n’ayant pas rйussi а s’adapter au nouveau climat progressiste, une cour rйvolutionnaire a dйcidй que le monarque se fera dйsormais aider. Les rois de l’ancien rйgime seront les premiers а expйrimenter une invention du D. Guillo.;Da es der Monarchie nicht gelungen ist, ein progressiveres Regierungsklima zu schaffen, hat ein Revolutionsrat entschieden, dass unser Monarch lieber die Wissenschaft unterstьtzen sollte. Die Kцnige des alten Regimes dьrfen als erste die neue Erfindung von Dr. Guillotin ausprobieren.;;Debido al fracaso de la monarquнa al adaptarse al nuevo clima mбs progresista, un tribunal revolucionario ha decidido que nuestro monarca haga un gran servicio a la ciencia. Los reyes del antiguo rйgimen serбn los primeros en probar el nuevo invento del Dr. Guillotin.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6608;Таков путь прогресса;Ainsi va le progrиs.;Dies ist der Weg des Fortschritts.;;Asн es el progreso;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME6609;Изгнание революционеров;L’exil des rйvolutionnaires.;Das Exil der Revolutionдre.;;El exilio de los revolucionarios;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC6609;С падением революционного правительства его лидеры бежали, а на троне Франции вновь воцарился законный монарх.;Avec la chute du gouvernement rйvolutionnaire, les chefs de la rйvolution sont partis en exil, redonnant а la France un roi.;Nach dem Fall der Revolutionsregierung sind die Fьhrer der Revolution ins Exil  gegangen und haben Frankreich seinen rechtmдЯigen Kцnig zurьckgegeben.;;Con la caнda del gobierno revolucionario, sus lнderes han marchado al exilio y Francia estб lista para el regreso de un rey legнtimo. ;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6609;Да здравствует король!;Vive Le Roi;Vive Le Roi;;Vive le Roi!;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME6610;Продвижение революции;La rйvolution progresse;Die Revolution schreitet voran.;;La revoluciуn avanza;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC6610;С концом абсолютизма было сформировано либеральное правительство. Однако нестабильность в обществе сохранялась, а монарх не оставлял попыток вернуть абсолютную власть, что накаляло ситуацию в стране. Правительство решилось на революционные меры и приговорило монарха из династии Бурбонов к смерти через отсечение головы. Вся Европа в шоке.;Avec la fin de l'Absolutisme, un nouveau gouvernement йmerge, basй sur des principes libйraux. Toutefois, l'instabilitй persistente et les tentatives de restauration de l'ancien rйgime ont radicalisй la situation. Le gouvernement a basculй vers l'extrкmisme rйvolutionaire et le monarque Bourbon a йtй dйcapitй. Le reste de l'Europe est choquй.;Nach dem Ende des kцniglichen Absolutismus hat sich eine auf liberalen Prinzipien basierende Regierung gebildet. Kontinuerliche Instablitдt und konterrevolutionдre Bemьhungen der Monarchen hat die Revolution jedoch radikalisiert. Die Regierung ist nun absolut revolutionдr, und der Bourbonenmonarch wurde enthauptet. Der Rest von Europa ist schockiert.;;Tras el fin del absolutismo, ha surgido un nuevo gobierno basado en principios liberales. Sin embargo, la continua inestabilidad y los intentos de la monarquнa de reestablecer el absolutismo han radicalizado la situaciуn. El gobierno se ha pasado al bando revolucionario y el monarca Borbуn ha sido decapitado. El resto de Europa estб consternada.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6610;Да здравствует Франция!;Vive la France.;Vive le France.;;Vive la France!;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME1042;Борьба Центральной Америки за независимость;L’Amйrique centrale veut son indйpendance;Zentralamerikas Streben nach Unabhдngigkeit;;La lucha por la independencia de Centroamйrica;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC1042;До нас дошли слухи, что небольшая группа повстанцев начала распространять в наших колониях идеи о независимости и создании единого Центральноамериканского государства. Мы не можем этого допустить! Если мы не отнесемся к этому серьезно, они действительно могут взять под контроль все наши колонии.;Selon les rumeurs, quelques rebelles auraient propagй des idйes dans nos colonies sur un Etat d’Amйrique centrale indйpendant et unifiй. Зa ne peut pas continuer ! Ils vont prendre le contrфle de toutes les colonies si nous les laissons faire.;Uns haben Gerьchte erreicht, dass in unseren Kolonien eine kleine Rebellentruppe Gedanken ьber ein unabhдngiges und geeintes Zentralamerika verbreitet. Das kцnnen wir nicht lдnger dulden! Wenn wir dies nicht ernst nehmen, werden sie die Kontrolle ьber alle unsere Kolonien ьbernehmen!;;Nos han llegado rumores de que un pequeсo grupo de rebeldes ha diseminado ideas en nuestras colonias acerca de un estado unificado e independiente en Amйrica Central. ЎNo podemos dejar que esto continъe! Si no nos lo tomamos en serio, se harбn con el control de todas nuestras colonias.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA1042;Далеко не уйдут;Ils n’iront pas trиs loin;Sie werden nicht weit kommen.;;No llegarбn muy lejos;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME1043;Борьба Венесуэлы за независимость;Le Venezuela veut son indйpendance;Venezuelas Streben nach Unabhдngigkeit;;La lucha venezolana por la independencia;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC1043;Небольшие партизанские отряды начинают терроризировать сельское население в некоторых наших северных колониях в Южной Америке. Было предпринято даже несколько попыток свергнуть нашего губернатора и провозгласить независимость. Если эти колонии действительно важны для нас, мы должны уничтожить мятежников, прежде чем они поднимут против нас все население колоний.;De petits groupes de guйrilleros sиment la terreur dans plusieurs colonies situйes en Amйrique du Sud. Plusieurs tentatives ont visй а renverser notre gouverneur colonial et а dйclarer l’indйpendance.;In einigen unserer nцrdlichen Kolonien in Sьdamerika haben kleine Guerilla-Gruppen damit begonnen, die Landbevцlkerung zu terrorisieren. AuЯerdem gab es einige Versuche, unseren Kolonialgouverneur zu stьrzen und die Kolonie zu einem unabhдngigen Land zu erklдren. Sollten diese Kolonien dies erreichen, sehen wir einer ьblen Zukunft ins Auge.;;Pequeсos grupos de guerrilleros han empezado a sembrar el terror en las zonas rurales de algunas colonias del norte de Sudamйrica. Se han realizado algunos intentos de deponer a nuestro gobernador colonial y declarar asн la independencia de este estado. Si verdaderamente tenemos en estima a estas colonias, hemos de apresar a esos rebeldes antes de que pongan en nuestra contra a toda la zona.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA1043;Мы должны тщательно обдумать свою стратегию;Nous devons bien rйflйchir а notre stratйgie;Wir mьssen unsere Strategie sorgfдltig auswдhlen.;;Hemos de escoger la estrategia con sensatez;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME1044;Борьба Парагвая за независимость;Le Paraguay veut son indйpendance;Paraguays Streben nach Unabhдngigkeit;;La lucha paraguaya por la independencia;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC1044;Движения за независимость начали возникать в разных областях наших южно-американских провинций. Если мы не предпримем никаких действий, уже в скором времени наша местная администрация будет свергнута. Что вы думаете?;Des mouvements indйpendantistes ont fait leur apparition dans plusieurs de nos provinces sud-amйricaines. Si nous les laissons faire, ils risquent de renverser notre gouvernement local. Que devons-nous faire ?;In mehreren Gebieten unserer sьdamerikanischen Provinzen sind Unabhдngigkeitsbewegungen aufgekommen. Wenn wir nicht handeln, werden sie in nicht allzu langer Zeit unsere цrtliche Regierung stьrzen. Wie mцchten Sie vorgehen?;;Los movimientos independentistas han empezado a aflorar por diversas zonas de nuestras provincias de Sudamйrica. No tardarбn demasiado en deponer al gobierno local si no tomamos medidas inmediatas. їCуmo debemos proceder?;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA1044;Мы должны защитить свое;Nous devons dйfendre ce qui est а nous;Wir mьssen unser Eigentum verteidigen.;;Hemos de defender lo que es nuestro;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME1045;Борьба Гаити за независимость;Haпti veut son indйpendance;Haitis Streben nach Unabhдngigkeit;;La lucha haitiana por la independencia;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC1045;Небольшая группа повстанцев начала нарушать порядок в наших карибских колониях. Некоторые из них даже выдвигают идеи о независимом гаитянском государстве. Это может стать для нас настоящей проблемой, если мы не отреагируем на происходящее должным образом.;Quelques rebelles perturbent nos colonies caraпbes. Ils font йtat de leur volontй de faire de Haпti un йtat indйpendant. Cela risque de dйgйnйrer si nous ne prenons pas les choses en mains.;Ein kleine Rebellengruppe hat in unseren karibischen Kolonien damit begonnen, die Ordnung zu stцren. Einige von ihnen haben Ideen ьber einen unabhдngigen haitischen Staat verbreitet. Wenn wir damit nicht richtig umgehen, kцnnte sich dieses Problem zu einer groЯen Herausforderung entwickeln.;;Un pequeсo grupo de rebeldes ha comenzado a alterar el orden en nuestras colonias del Caribe. Algunos de ellos estбn propagando ideas sobre un estado independiente en Haitн. Esto podrнa ser un autйntico desafнo si no se maneja de forma adecuada.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA1045;Это долго не продлиться!;Ils vont faire long feu !;Sie werden nicht lange durchhalten!;;ЎNo durarбn mucho!;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME1012;Вестфалия;Westphalie;Westfalen;;Westfalia;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC1012;Изначально это было небольшое герцогство к востоку от Рейна, основанное в XII столетии. Однако со временем, особенно в Средние Века, его территория активно росла. Некоторые города Вестфалии вроде Мюнстера или Оснамбрюка набрали силу как члены Ганзейского союза.;A l’origine, il s’agissait lа d’un petit duchй йtabli au 12e siиcle а l’est du Rhin, mais au fil du temps, il a gagnй en importance, notamment au Moyen Age lorsque plusieurs de ses villes, comme Mьnster et Osnabrьck se sont mises а prospйrer en tant que membres de la Ligue Hansйatique.;Anfдnglich war Westfalen nur ein kleines Herzogtum, das im 12. Jahrhundert цstlich des Rheins gegrьndet wurde, doch im Laufe des Mittelalters stieg die Region zu groЯer Bedeutung auf, als mehrere westfдlische Stдdte wie Mьnster und Osnabrьck Mitglieder der Hanse wurden.;;Inicialmente era un pequeсo ducado fundado en el s. XII al este del Rin pero, con el tiempo, la zona cobrу mayor importancia. Esto ocurriу sobre todo durante la Edad Media, cuando varias ciudades de la regiуn de Westfalia, como Mьnster y Osnabrьck, prosperaron en el seno de la Liga Hanseбtica.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA1012;Поддержать идею о нации вестфальцев;Soutenez l’idйe d’une nation de Westphalie;Unterstьtzt die Idee einer westfдlischen Nation;;Apoyamos la idea de una naciуn en Westfalia;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME1082;Папское государство;Les Etats Pontificaux;Der Vatikan;;El Estado Pontificio;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC1082;Печально видеть, как владения Папы исчезают одно за другим. Но с другой стороны, наша преданность делает нас идеальным кандидатом для создания нового Папского государства.;C’est avec tristesse que nous constatons que les dominions du Pape ont disparu, mais notre profonde dйvotion nous met en position idйale pour йtablir de nouveaux Etats Pontificaux.;Es stimmt uns wirklich traurig, das Herrschaftsgebiet des Papstes allmдhlich verschwinden zu sehen, andererseits kцnnte uns unser starker Glaube zum ideellen Kandidaten fьr die Errichtung eines neuen Vatikans machen.;;Nos entristece enormemente ver que los dominios del Papa han desaparecido casi por completo pero, por otra parte, nuestra gran devociуn nos hace candidatos ideales para el establecimiento de un nuevo Estado Pontificio.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA1082;Именно;En effet;Tatsдchlich;;Asн es;;;;;;;;;x;;;;;;;;;;;;;
###############New Event Effects #############;;;;;;;;;;;;;;x;;;;;;;;;;;;;
faster_ships;Ускоренное строительство кораблей;Construction plus rapide de navires;Schnellerer Schiffsbau;;Construcciуn de barcos mбs rбpida;;;;;;;;;x;;;;;;;;;;;;;
desc_faster_ships;Наше решение сделать ставку на великий флот стимулировало нашу кораблестроительную промышленность.;Notre dйcision de mettre en place une grande flotte a donnй un nouvel йlan а nos industries de construction navales.;Unsere Adaption der Idee Kцnigliche Marine hat unserer Schiffbauindustrie neuen Auftrieb gegeben.;;La decisiуn de adoptar la idea de una gran armada ha impulsado nuestras industrias armadoras.;;;;;;;;;x;;;;;;;;;;;;;
