conquer_warmia_pru_title;Завоевать Вармию;Conquйrir Warmie;Erobert Warmia;;Conquistar Warmia;;;;;;;;;x;
conquer_warmia_pru_desc;Вармия была одной из первых территорий, занятых Тевтонским орденом, когда он пришел спасти язычников и принести им свет истинной веры. Пруссию никто не будет воспринимать всерьез до тех пор, пока эти земли не будут нашими.;La Warmie fut l'une des premiиres rйgions dont l'ordre Teutonique prit le contrфle dans sa volontй de libйrer les paпens de leurs croyances paпennes. La Prusse ne pourra кtre prise au sйrieux tant que ces terres ne sont pas а nous. ;Warmia war eines der ersten Gebiete, die vom teutonischen Orden erobert wurden, als sie kamen um die Heiden vor ihrem Unglauben zu befreien. PreuЯen wird nicht fьr voll genommen werden, bis wir diese Lдndereien zu den unseren hinzugefьgt haben.;;Warmia fue uno de los primeros territorios tomados por la Orden Teutуnica cuando vino a salvar a los paganos de sus creencias. Prusia no puede ser tomada en serio mientras esos territorios no sean nuestros. ;;;;;;;;;x;
connect_brandenburg_and_prussia_title;Соединить Бранденбург и Пруссию;Relier Brandebourg а la Prusse;Verbindet Brandenburg und PreuЯen;;Conectar Brandeburgo y Prusia;;;;;;;;;x;
connect_brandenburg_and_prussia_desc;Для лучшей защиты нашего вассала Пруссии мы должны создать коридор из земель, непосредственно связывающих нас с ними.;Pour mieux protйger notre vassal de Prusse, il nous faut mieux nous placer. Nous devons disposer d'un couloir de terre nous reliant а lui. ;Um unseren vasallen PreuЯen besser schьtzen zu kцnnen, mьssen wir besser platziert sein, um sie zu verteidigen. Wir mьssen einen Korridor von Land errichten, die uns mit ihnen verbinden.;;Para ofrecer mбs protecciуn a nuestro vasallo de Prusia, hemos de situarnos mejor. Debemos tener un territorio que sirva de corredor para estar conectados con ellos. ;;;;;;;;;x;
connect_the_prussian_lands_title;Объединить прусские земли;Relier les terres prussiennes;Verbindet die PreuЯischen Lande;;Conectar los territorios prusianos;;;;;;;;;x;
connect_the_prussian_lands_desc;Объединив Бранденбург и Пруссию, мы теперь должны защищать обе части нашего государства. Для этого нам надо создать коридор, который связал бы две разделенных части.;Aprиs avoir reliй Brandebourg а la Prusse, il nous faut dйterminer comment dйfendre les deux moitiйs de ntore royaume. Pour assurer une meilleure dйfense de notre royaume, il nous faut disposer d'un couloir les reliant. ;Nach der Vereinigung von Brandenburg mit PreuЯen haben wir nun das Problem, wie wir die zwei Hдlften unseres Reiches verteidigen sollen. Um unsere Nation besser verteidigen zu kцnnen mьssen wir einen Korridor errichten, der unser Reich verbindet.;;Tras unir Brandeburgo con Prusia, ahora tenemos el problema de cуmo defender las dos mitades de nuestro reino. Para que nuestro reino sea mбs defendible, tenemos que conseguir un corredor que las mantenga conectadas. ;;;;;;;;;x;
conquer_swedish_pomerania_title;Завоевать шведскую Померанию;Conquйrir la Pomйranie suйdoise;Erobert Schwedisch-Pommern;;Conquistar la Pomerania sueca;;;;;;;;;x;
conquer_swedish_pomerania_desc;Померания по праву должна быть частью Бранденбурга, хотя шведы настойчиво требуют свою долю. Мы должны отстоять свои права и изгнать шведов с земель, которые наши по праву.;En toute justice, La Pomйranie aurait dы faire partie de Brandebourg, mais les Suиdois en ont dйcidй autrement. Nous devons nous affirmer et chasser les Suйdois de ces terres qui nous appartiennent de droit. ;RechtmдЯig hatte Pommern ein Teil von Brandenburg werden sollen, aber die Schweden haben darauf bestanden, einen Teil fьr sich zu erhalten. Wir mьssen unsere Rechte durchsetzen und die Schweden aus den Lдndern vertreiben, die rechtmдЯig unser sind.;;Por derecho, Pomerania deberнa formar parte de Brandeburgo, aunque los suecos insistan en quedarse una parte. Tenemos que hacer valer nuestros derechos y expulsar a Suecia de territorios que nos pertenecen legнtimamente. ;;;;;;;;;x;
conquer_hinterpommern_title;Померанское наследство;La succession de la Pomйranie;Das Pommersche Erbe;;La sucesiуn de Pomerania;;;;;;;;;x;
conquer_hinterpommern_desc;У нас есть права на Померанское герцогство. И хотя претендовать на всю Померанию было бы неразумно, мы должны убедиться, что часть этих земель при разделе непременно достанется нам. ;Nous disposons de droits de succession sur le duchй de Pomйranie. Bien qu'il soit sage de tenter de rйcupйrer toute la Pomйranie, nous devons veiller а ce que personne n'oublie notre droit lйgitime а en prendre une partie. ;Wir haben das Recht auf die Nachfolge im Herzogtum Pommern. Obwohl es derzeit nicht weise wдre, zu versuchen ganz Pommern zu gewinnen sollten wir sicherstellen, das niemand unsere Rechte vergisst und einige Territorien fьr uns nehmen.;;Tenemos derechos de sucesiуn sobre el Ducado de Pomerania. Aunque en este momento no serнa sensato tratar de conseguir toda la Pomerania, deberнamos asegurarnos de que nadie olvida nuestro derecho a poseer parte de ella. ;;;;;;;;;x;
brandenburg_prussia_relations_title;Отношения с Пруссией;Relations avec la Prusse;Beziehungen mit PreuЯen;;Relaciones con Prusia;;;;;;;;;x;
brandenburg_prussia_relations_desc;Мы можем укрепить наши восточные границы, приобретя верных союзников. С Пруссией нас связывают и географическая близость, и давние культурные связи, так что для нас это наилучший союзник из всех возможных.;Moyennant les alliйs qui conviennent, la dйfense de notre frontiиre orientale peut кtre renforcйe. Compte tenu de leur situation et de nos liens culturels, le renforcement de nos relations avec l'Йtat prussien s'avиre logique. ;Die Verteidigung unsere цstlichen Grenze kann durch die Wahl der richtigen Verbьndeten gestдrkt werden. Durch ihre Lage und unsere kulturellen Beziehungen ist der Staat PreuЯen ein logischer Kandidat dafьr.;;La defensa de nuestra frontera oriental puede ser reforzada con los aliados adecuados. Debido a su ubicaciуn y a nuestros lazos culturales, el movimiento lуgico serнa reforzar las relaciones con el estado de Prusia. ;;;;;;;;;x;
prussia_brandenburg_relations_title;Отношения с Бранденбургом;Relations avec Brandebourg;Beziehungen zu Brandenburg;;Relaciones con Brandeburgo;;;;;;;;;x;
prussia_brandenburg_relations_desc;Мы уже близки к тому, чтобы войти в число ведущих мировых держав. С Бранденбургом нас связывает географическая и культурная близость, так что для нас он станет исключительно выгодным союзником. ;Notre proximitй avec de puissants Йtats nous impose d'кtre amis. Brandebourg, compte tenu de sa situation et de nos liens culturels, constitue le candidat parfait. ;Unsere Nдhe zu mдchtigen Staaten bedeutet, das wir Freunde brauchen. Brandenburg ist durch seine Lage und unsere engen kulturellen Verwandtschaften der perfekte Kandidat.;;Nuestra estrecha proximidad con estados poderosos significa que debemos tener amigos. Debido a su ubicaciуn y a nuestros estrechos lazos culturales, Brandeburgo es el candidato perfecto. ;;;;;;;;;x;
vassalize_prussia_title;Подчинить Пруссию;Vassaliser;vasallisiert PreuЯen;;Avasallar a Prusia;;;;;;;;;x;
vassalize_prussia_desc;Пруссия слаба и беззащитна, и наши давние связи с ней требуют, чтобы мы ее поддержали. Став их сюзереном, мы сможем их защитить.;La Prusse semble affaiblie et vulnйrable, mais nos liens historiques nous poussent а y remйdier. Devenons le suzerain de la Prusse de maniиre а la protйger. ;PreuЯen scheint schwach und angreifbar, aber unsere historischen Bindungen bedeuten, das wir etwas dagegen tun kцnnen. Lasst uns zu den Herrn ьber PreuЯen werden, um sie schьtzen zu kцnnen.;;Prusia parece dйbil y vulnerable, pero nuestros lazos histуricos implican que deberнamos hacer algo al respecto. Convirtбmonos en seсores de Prusia para poder protegerlos. ;;;;;;;;;x;
annex_prussia_title;Присоединить Пруссию;Annexer la Prusse;Annektiert PreuЯen;;Anexionarse Prusia;;;;;;;;;x;
annex_prussia_desc;Пришло время полностью включить Пруссию в состав Бранденбурга.;L'heure a sonnй d'incorporer la Prusse aux royaumes de Bandebourg. ;Die Zeit ist reif um zu versuchen, PreuЯen ganz in das Brandenburgische Reich einzubinden.;;Ahora es buen momento para plantearse la total incorporaciуn de Prusia a los reinos de Brandeburgo. ;;;;;;;;;x;
brandenburg_breaks_free_from_poland_title;Освободиться от польской зависимости;Se libйrer de la Pologne;Sagt euch von Polen los;;Liberarse de Polonia;;;;;;;;;x;
brandenburg_breaks_free_from_poland_desc;Не пристало курфюрсту Бранденбургскому признавать Польшу сюзереном. Этому пора положить конец.;Il n'est pas digne de l'Йlecteur de Brandebourg d'accepter la suzerainetй polonaise. Cette situation doit prendre fin. ;Es passt nicht zur Ehre des Kurfьrsten Brandenburgs, die polnische Oberhoheit anzuerkennen. Diese Situation muss nun enden.;;La dignidad del elector de Brandeburgo le impide aceptar la jefatura polaca. Esta situaciуn debe terminar. ;;;;;;;;;x;
prussia_breaks_free_from_poland_title;Освободиться от польской зависимости;Se libйrer de la Pologne;Sagt euch von Polen los;;Liberarse de Polonia;;;;;;;;;x;
prussia_breaks_free_from_poland_desc;Для процветания герцогства Прусского мы должны освободиться от кандалов польской короны.;Pour permettre а la Prusse ducale de prospйrer, nous devons nous libйrer du joug que le roi polonais nous a imposй.   ;Um den Wohlstand des Herzogtums PreuЯen zu sichern, mьssen wir die Ketten abstreifen, die der polnische Kцnig um uns gelegt hat.;;Para que la Prusia ducal prospere, debemos librarnos de los grilletes que nos ha puesto el rey polaco. ;;;;;;;;;x;
prussia_partitions_poland_title;Прусский раздел Польши;La Prusse scinde la Pologne;PreuЯen teilt Polen;;Prusia divide Polonia;;;;;;;;;x;
prussia_partitions_poland_desc;Польша слаба, и Россия желает и дальше контролировать ее. Мы не можем согласиться с этим, если только не получим часть польской территории в качестве компенсации.;La Pologne est affaiblie et la Russie continue de vouloir la dominer et pour nous permettre d'accepter une telle situation, il nous faut recevoir des terres polonaises en guise de dйdommagement.;Polen ist schwach und Russland wьnscht, es zu dominieren. Damit wir diese Situation akzeptieren kцnnen, mьssen wir mit polnischen Territorien kompensiert werden.;;Polonia estб dйbil y Rusia quiere seguir dominбndola. Para que aceptemos esta situaciуn, tenemos que ser recompensados con territorio polaco.;;;;;;;;;x;
conquer_ratibor_title;Завоевать Ратибор;Conquйrir Ratibor;Erobert Ratibor;;Conquistar Racibуrz;;;;;;;;;x;
conquer_ratibor_desc;У нас есть права на Силезию, но нам придется потрудиться, чтобы остальные европейские державы признали это. В доказательство наших прав Ратибор должен стать нашим.;Nous avons des revendications sur la Silйsie et nous devons faire en sorte que les nations europйennes les reconnaissent. Pour ce faire, il nous faut sйcuriser Ratibor.;Wir haben Ansprьche auf Schlesien, welche wir von den europдischen Nationen zur Anerkennung bringen mьssen. Um das zu erreichen mьssen wir uns Ratibor sichern.;;Tenemos reivindicaciones para Silesia, las cuales debemos conseguir que sean reconocidas por las naciones europeas. Para conseguir esto tenemos que asegurar Racibуrz. ;;;;;;;;;x;
subjugate_westphalia_title;Подчинить Вестфалию;Soumettre la Westphalie;Unterwerft Westfahlen;;Sojuzgar Westfalia;;;;;;;;;x;
subjugate_westphalia_desc;Молодое королевство Вестфалия включает несколько небольших земель, которые мы считаем неотъемлемой частью Пруссии. Эти земли дают нам отличный предлог, чтобы захватить всю Вестфалию.;Le royaume de Westphalia a йtй crйй et comprend plusieurs petits territoires qui faisant prйcйdemment partie de la Prusse. Nous pourrions utiliser ces territoires comme prйtexte pour nous emparer de toutes la Westphalie. ;Das Kцnigreich Westfalen wurde gegrьndet, und das umschloss mehrere kleine Territorien, die legitim als Teile von PreuЯen angesehen wurden. Indem wir diese Gebiete als Vorwand benьtzen kцnnen wir uns ganz Westfalen einverleiben.;;Se ha creado el Reino de Westfalia, esto incluye varios territorios pequeсos que se consideraban partes legнtimas de Prusia. Si usamos dichos territorios como pretexto, podemos hacernos con toda Westfalia. ;;;;;;;;;x;
conquer_ferrara_title;Возвращение Феррары;Rйcupйrer Ferrara;Erlangt Ferrara zurьck;;Recuperar Ferrara;;;;;;;;;x;
conquer_ferrara_desc;За верность и поддержку во время борьбы с императорами мы отдали семейству Эсте герцогство Феррару в качестве папского фьефа. Но сейчас пришло время вернуть эти земли нам!;Pour leur loyal soutien lors de notre lutte avec les empereur, nous avons accordй а la maison d'Este le duchй de Ferrara en tant que fief papal. Mais l'heure a sonnй de rйcupйrer ces terres !;Fьr ihre loyale Unterstьtzung wдhrend unserem Kampf gegen die Kaiser haben wir dem Haus Este das Herzogtum von Ferrara als pдpstliches Lehen zur Verfьgung gestellt. Aber es ist nun an der Zeit, diese Lдndereien zurьck in den Kirchenstaat zu bringen, da wir sie nicht lдnger brauchen.;;Por su leal apoyo durante nuestra pugna con los emperadores, concedimos a la casa de Este el ducado de Ferrara como feudo papal. Sin embargo, es hora de recuperar las tierras para los Estados Pontificios, pues ya no necesitamos ese apoyo.;;;;;;;;;x;
conquer_ancona_title;Присоединение Анконы;Incorporation d'Ancфne;Verleibt euch Ancona ein;;Incorporaciуn de Ancona;;;;;;;;;x;
conquer_ancona_desc;Во время разорительных войн между папами и императором Анкона стала оплотом имперской партии гибеллинов. С тех пор этот папский фьеф был фактически независимым, но сейчас нам следует вернуть его в состав Папской области.;Lors des guerres dйvastatrices entre la papautй et l'empereur, Ancфne est devenue un bastion du parti impйrialiste gibelin. Malgrй son statut de fief papal, il est depuis quasiment indйpendant, mais le moment est venu de le rйintйgrer parmi les Йtats papaux. ;Wдhrend der ruinцsen Kriege zwischen dem Kirchenstaat und dem Kaiser wurden Ancona zu einem starken Stьtzpunkt der imperialen Ghibelline-Partei. Obwohl es technisch gesehen ein pдpstliches Lehen ist, war es seither im Prinzip unabhдngig. Nun aber kцnnen wir uns darauf konzentrieren, die Lдnder fьr den Kirchenstaat zurьckzugewinnen.;;Durante las destructivas guerras entre el papado y los emperadores, Ancona se convirtiу en plaza fuerte del partido gibelino imperialista. Aunque, tйcnicamente, ha sido un feudo papal independiente desde entonces, ahora tenemos que centrar nuestra atenciуn en recuperarla para los Estados Pontificios. ;;;;;;;;;x;
annex_avignon_title;Конец западной схизмы;Fin du schisme d'Occident;Beendet das westliche Schisma;;Finalizaciуn del Cisma de Occidente;;;;;;;;;x;
annex_avignon_desc;Во время великой западной схизмы в Авиньоне при поддержке французов утвердились антипапы. Если Авиньон станет нашим, то никто более не сможет оспорить наши права на папский престол.;Lors du grand schisme, l'Antipape, soutenu par les Franзais, s'est installй а Avignon. En prenant le contrфle d'Avignon, nous pourrons prйtendre prendre la tкte de l'unique foi sans que personne ne le mette en doute. ;Wдhrend dem groЯen Schisma wurde der Anti-Papst durch die Franzosen unterstьtzt und wurden in Avignon installiert. Wenn wir Avignon regieren, wird unser Anspruch, der einzig wahre Anfьhrer des wahren Glaubens zu sein, nicht in Frage gestellt werden.;;Durante el gran Cisma, el contrapapa, apoyado por el grupo francйs, se instalу en Aviсуn. Si gobernamos Aviсуn, nuestra reivindicaciуn del ъnico y autйntico lнder de la ъnica y autйntica fe quedarб patente. ;;;;;;;;;x;
catholic_italy_title;Борьба с ересью;Combatttre l'hйrйsie;Bekдmpft die Hдresie;;Combatir la herejнa;;;;;;;;;x;
catholic_italy_desc;Гарантии безопасности, предоставленные еретику, ничего не стоят. Император должен был отправить Лютера на костер, пока была такая возможность. Теперь же его еретическое учение распространяется по Италии, и этому следует положить конец.;Une promesse de bonne conduite n'est pas conseillйe dans le cas d'un hйrйtique et l'empereur aurait dы tenter de brыler Luther quand il en a eu l'occasion. Aujourd'hui, ses enseignements hйrйtiques ont gagnй l'Italie et doivent кtre йtouffйs.;Ein Versprechen von freiem Geleit ist nicht bindend, wenn es einem Hдretiker gegeben wird, der Kaiser hдtte Luther verurteilen und verbrennen sollen, als er die Gelegenheit dazu hatte. Nun haben sich seine hдretischen Lehren nach Italien ausgebreitet, sie mьssen ausgemerzt werden.;;Una promesa de salvoconducto no es vinculante cuando se trata de un hereje. El emperador deberнa haber juzgado y quemado a Lutero cuando tuvo la oportunidad. Ahora sus enseсanzas herйticas se han extendido por Italia. Deben ser erradicadas.;;;;;;;;;x;
academy_in_rome_title;Государь Возрождения;Prince de la Renaissance;Renaissance-Prinz;;Prнncipe del Renacimiento;;;;;;;;;x;
academy_in_rome_desc;Дабы считаться настоящим ренессансным правителем, мы должны сделать Рим прибежищем лучших мастеров изобразительных искусств. Для этого мы должны построить академию искусств.;Pour s'inscrire en tant que prince indйniable de la Renaissance, il nous faut doter Rome des meilleurs artistes. Dans cet optique, il nous faudrait devenir les mйcиne d'une йcole des beaux-arts.;Um ein wahrer Renaissance-Prinz zu sein mьsst Ihr Rom zu einem Paradies fьr die besten Kьnstler machen. Um das zu erreichen, solltet Ihr zu einem Patron einer Akademie der Kьnste werden.;;Para ser un autйntico prнncipe del Renacimiento, deberнamos convertir Roma en un paraнso para los mejores artistas. Para ello, tenemos que convertirnos en mecenas de una Academia de Bellas Artes.;;;;;;;;;x;
conquer_orkney_title;Права на Оркнейские острова;Revendiquer Orkney;Beansprucht Orkney;;Reivindicar las Orcadas;;;;;;;;;x;
conquer_orkney_desc;Благодаря удачному положению Оркнейские острова исключительно ценны для Шотландского королевства. Теперь у нас есть законные претензии на эти земли, поэтому мы должны взять их под свой контроль.;Orkney, compte tenu de sa situation, revкt une importance stratйgique pour la couronne йcossaise. Il nous faut une raison lйgitime pour revendiquer ces territoires. ;Orkney ist aufgrund seiner Lage von strategischer Bedeutung fьr die schottische Krone. Wir haben nun einen legitimen Vorwand, um Anspruch darauf zu erheben, also mьssen wir ihn nutzen.;;Las Orcadas, estando donde estбn, son de una importancia estratйgica para la corona escocesa. Ahora que tenemos un motivo legнtimo para reclamar esos territorios, debemos tomarlos. ;;;;;;;;;x;
scotland_france_relations_title;Старый союз;La Vieille Alliance;Die Auld-Allianz;;La Vieja Alianza;;;;;;;;;x;
scotland_france_relations_desc;Пока существует Англия, независимость Шотландии всегда будет под угрозой. В течение многих лет мы дружили с французами, чтобы вместе противостоять англичанам. Пришла пора восстановить наш старый союз.;Tant que l'Angleterre existera, l'Йcosse sera menacйe et nous avons conclu depuis longtemps une alliance avec la France pour nous en protйger. L'heure a sonnй de renouveller la Vieille Alliance. ;Solange es England gibt wird Schottland in Gefahr sein, und so haben wir lange eine Allianz mit Frankreich unterhalten, um uns dagegen zu verteidigen. Es ist an der Zeit, die Auld-Allianz zu erneuern.;;Mientras Inglaterra exista, Escocia estarб amenazada. Hace mucho que tenemos una alianza de objetivos con Francia para preservar nuestra seguridad. Es hora de renovar la Vieja Alianza. ;;;;;;;;;x;
scottish_war_against_england_title;Соблюдение старого союза;Honorer la Vieille Alliance;Steht zur Auld-Allianz;;Honrar la Vieja Alianza;;;;;;;;;x;
scottish_war_against_england_desc;Франция вновь воюет с нашим вечным врагом - Англией. И сейчас мы должны снова вступить в борьбу с англичанами.;La France est une fois de plus en guerre contre notre ennemi ancestral : l'Angleterre. Il nous faut, encore une fois, affronter l'Angleterre. ;Frankreich ist einmal mehr im Krieg gegen unseren ewigen Feind, die Englдnder. Wir mьssen den Kampf einmal mehr nach England tragen.;;Francia, una vez mбs, estб en guerra con nuestro enemigo ancestral: los ingleses. Tenemos que combatir a Inglaterra de nuevo. ;;;;;;;;;x;
scottish_control_title;Продвижение границы;Faire reculer la frontiиre;Treibt die Grenze vorwдrts;;Adelantar la frontera;;;;;;;;;x;
scottish_control_desc;Мы опять воюем с Англией. Чтобы защитить Шотландию, мы должны продвинуть свою границу на юг, создав из Нортумбрии буферную зону.;Nous voilа, une fois de plus, en guerre contre l'Angleterre. Pour protйger l'Йcosse, il nous faut faire reculer la frontiиre sud et nous servir du Northumberland comme zone tampon.;Wir sind einmal mehr im Krieg gegen England. Um Schottland zu schьtzen, mьssen wir die Grenze sьdwдrts vortreiben und Nordumberland einnehmen, um als Buffer zu dienen.;;Una vez mбs estamos en guerra con Inglaterra. Para proteger Escocia, tenemos que adelantar la frontera sur y tomar Northumberland para que sirva de amortiguador.;;;;;;;;;x;
scottish_defense_title;Защита нации;Dйfendre la nation;Verteidigt die Nation;;Defender la naciуn;;;;;;;;;x;
scottish_defense_desc;Мы не можем отдать ни пяди шотландской земли нашим врагам англичанам. Мы будем воевать с ними до тех пор, пока они не смирятся с этим.;Nous ne cйderons pas le moindre centimиtre carrй йcossais а l'ennemi anglais. Nous devons nous battre jusqu'а ce que l'Angleterre le comprenne. ;Wir kцnnen nicht einen Meter schottischen Bodens an den englischen Feind abtreten. Wir mьssen weiterkдmpfen, bis die Englдnder das realisieren.;;No podemos ceder ni una yarda de tierra escocesa al enemigo inglйs. Tenemos que luchar hasta que Inglaterra se dй cuenta de ello. ;;;;;;;;;x;
bavaria_austria_relations_title;Дружба с Габсбургами;Amitiй avec les Habsbourg;Freundschaft mit den Habsburgern;;Amistad con los Habsburgo;;;;;;;;;x;
bavaria_austria_relations_desc;Виттельсбахи и Габсбурги всегда боролись друг с другом за влияние в юго-западной Германии. Однако если сейчас наладить с ними хорошие отношения, это развяжет нам руки для других дел.;Les familles Wittelsbach et Habsbourg rivalisent pour jouer de leur influence sur la partie sud-ouest de l'Allemagne. Cela йtant, nous serions plus libres si nous entretenions de bonnes relations avec les Habsbourg. ;Die Wittelsbacher und die Habsburger Familien liegen im Wettbewerb miteinander um den Einfluss in Sьdwestdeutschland. Aber wir hдtten freiere Hand, wenn wir gute Beziehungen zu den Habsburgern pflegen wьrden.;;Los Wittelsbach y los Habsburgo han estado compitiendo por la influencia en la Alemania del suroeste. Sin embargo, nosotros tendrнamos carta blanca si gozбramos de buenas relaciones con los Habsburgo. ;;;;;;;;;x;
conquer_franken_title;Франконское наследство;L'hйritage fraconien;Das Frдnkische Erbe;;La herencia de los francos;;;;;;;;;x;
conquer_franken_desc;Император Генрих V обещал дому Виттельсбахов кое-какие франконские земли. Теперь самое время, чтобы Бавария их получила.;La maison de Wittelsbach s'est vue octroyйe plusieurs territoires fraconiens par l'empereur Henri V. L'heure a sonnй pour la Baviиre d'en prendre le contrфle. ;Das Haus Wittelsbach bekam verschiedene frдnkische Lдndereien von Kaiser Heinrich V. Es ist an der Zeit, das Bayern diese auch bekommt.;;El emperador Enrique V concediу tierras de los francos a la casa de Wittelsbach. Es hora de que Baviera las tome. ;;;;;;;;;x;
conquer_pfalz_title;Права на земли Виттельсбахов;Rйcupйrer les terres des Wittelsbach;Beanspruchung der Wittelsbacher Lдndereien;;Reivindicar las tierras de los Wittelsbach;;;;;;;;;x;
conquer_pfalz_desc;Рейнский Пфальц по праву должен принадлежать дому Виттельсбахов. Надо сделать все возможное, чтобы этой землей владела только баварская ветвь нашего рода.;Le palatinat du Rhin appartient de droit а la maison des Wittelsbach. Nous devons veiller а ce que les Wettelsbach bavarois l'obtiennent. ;Die Rheinpfalz gehцrt rechtmдЯig dem Haus Wittelsbach. Wir mьssen sicherstellen, das die bayrischen Wittelsbacher diejenigen sind, die sie bekommen.;;El Palatinado del Rin pertenece por derecho a la casa de los Wittelsbach. Tenemos que asegurarnos de que los Wettelsbach bбvaros son los ъnicos que lo tienen. ;;;;;;;;;x;
conquer_alzey_title;Завоевать Вормс;Conquйrir Worms;Erobert Worms;;Conquistar Alzey;;;;;;;;;x;
conquer_alzey_desc;Чтобы стать наиболее влиятельной силой в юго-западной Германии, мы должны расширяться. А для этого земли вокруг Вормса должны перейти в наши руки.;Pour dominer la partie sud-ouest de l'Allemagne, il nous faut nous dйvelopper. Et pour ce faire, nous devrions prendre le contrфle des terres situйes autour d'Alzey. ;Um die dominante Macht in Sьdwestdeutschland zu sein mьssen wir expandieren. Die Lдnder um Alzery sollten eingenommen werden, um dies zu erreichen.;;Para ser la potencia dominante en la Alemania sudoriental, tenemos que expandirnos. Para ello, debemos tomar las tierras en torno a Alzey. ;;;;;;;;;x;
conquer_ansbach_title;Выгнать Гогенцоллернов;Chasser les Hohenzollern;Vertreibt die Hohenzollern;;Expulsar a los Hohenzollern;;;;;;;;;x;
conquer_ansbach_desc;В нашем маленьком уголке Германии не место нашим врагам. Мы во что бы то ни стало должны получить земли вокруг Ансбаха, хотя по закону они принадлежат младшей ветви семьи Гогенцоллернов.;Nous ne pouvons nous permettre d'avoir des rivaux sur notre territoire allemande. Les terres d'Anschbach appartiennent de droit а la branche cadette de la famille Hohenzollern et il nous faut nous en emparer. ;Wir kцnnen keine Rivalen in unserem kleinen Eck Deutschlands tolerieren. Die Lдndereien von Ansbach gehцren legal einem Zweig der Hohenzollern-Familie, wir mьssen sie fьr uns selbst haben.;;No podemos tener rivales en nuestra pequeсa esquina de Alemania. Las tierras de Anschbach pertenecen legalmente a la rama de los hijos menores de la familia Hohenzollern. Tenemos que apropiarnos de ellas. ;;;;;;;;;x;
hungary_austria_relations_title;Отношения с Австрией;Relations autrichiennes;Цsterreichische Beziehungen;;Relaciones con Austria;;;;;;;;;x;
hungary_austria_relations_desc;Наши отношения с Австрией были далеки от идеала. Однако если сейчас их улучшить, это развяжет нам руки на Балканах.;Nos relations avec notre voisin du nord ont parfois йtй вpres. Cela йtant, pour nous libйrer des Balkans, nous devrions amйliorer nos relations avec l'Autriche.;Unsere Beziehungen mit unserem nцrdlichen Nachbarn sind ein wenig angespannt. Aber um unsere Hдnde im Balkan freizuhaben sollten wir die Beziehungen zu Цsterreich verbessern.;;Las relaciones con nuestro vecino del norte han sido a veces un poco toscas. Sin embargo, para tener carta blanca en los Balcanes, deberнamos mejorar nuestra relaciуn con Austria.;;;;;;;;;x;
hungary_transylvania_relations_title;Отношения с Трансильванией;Relations transylvaniennes;Siebenbьrgische Beziehungen;;Relaciones con Transilvania;;;;;;;;;x;
hungary_transylvania_relations_desc;Предполагается, что Трансильвания должна быть вассалом Венгрии. Тем не менее, на данный момент она, скорее, является нашим врагом. Нам необходимо улучшить наши отношения.;La Transylvanie est censйe кtre le vassal de la Hongrie. Mais compte tenu de nos relations, elle semble plutфt кtre notre ennemi et il nous faut y remйdier. ;Siebenbьrgen sollte eigentlich ein vasall Ungarns sein. Aber mit unseren Beziehungen ist es wahrscheinlicher, das sie unsere Feinde sind, lasst uns die Beziehungen zu ihnen reparieren.;;Se supone que Transilvania es vasallo de Hungrнa. Sin embargo, con nuestras relaciones, es mбs fбcil que sean enemigos que amigos. Recompongamos las relaciones con ellos. ;;;;;;;;;x;
vassalize_transylvania_hun_title;Вернуть Трансильванию;Ramener la Transylvanie au bercail;Verleibt euch Siebenbьrgen erneut ein;;Devolver a Transilvania al redil;;;;;;;;;x;
vassalize_transylvania_hun_desc;Трансильвания забыла, что она - исконная часть Венгрии. Правитель этой державы должен преклонить колени перед венгерской короной.;La Transylvanie a oubliй qu'elle est censйe faire partie de la Hongrie. Le seigneur transylvanien doit se prosterner devant la couronne hongroise.   ;Siebenbьrgen hat vergessen, das sie eigentlich ein Teil von Ungarn sein sollten. Die Prinzen von Siebenbьrgen mьssen ihre Knie der ungarischen Krone beugen.;;Transilvania ha olvidado que se supone que es parte de Hungrнa. El seсor de Transilvania debe inclinarse ante la corona hъngara. ;;;;;;;;;x;
conquer_the_banat_title;Завоевать Банат;Conquйrir Banat;Erobert Banat;;Conquistar el Bбnato;;;;;;;;;x;
conquer_the_banat_desc;Скорее всего, любое турецкое войско, желающее покорить Венгрию, должно будет пройти через Банат. Эта провинция должна стать первой линией нашей обороны.;Banat occupe une position avancйe pour des forces turques soucieux d'envahir la Hongrie. Cett province doit constituer la premiиre ligne de notre dйfense. ;Das Banat liegt genau in der wahrscheinlichsten Invasionsroute fьr eine tьrkische Streitmacht, die Ungarn angreifen will. Diese Provinz muss unsere erste Verteidigungslinie sein.;;El Bбnato se encuentra justo en la ruta de avance mбs probable para cualquier fuerza turca que quiera invadir Hungrнa. Esta provincia tiene que ser nuestra primera lнnea defensiva. ;;;;;;;;;x;
retake_croatia_title;Освободить Хорватию;Libйrer la Croatie;Befreit Kroatien;;Liberar Croacia;;;;;;;;;x;
retake_croatia_desc;Захватив Хорватию, турки слишком приблизились к нам. Мы должны отбросить их назад.;Les Turcs ont gagnй la province historique de la Croatie. Nous devons les repousser.;Die Tьrken sind bis zur historischen Provinz von Kroatien vorgedrungen. Wir mьssen sie zurьckschlagen.;;Los turcos han llegado hasta la histуrica provincia de Croacia. Tenemos que hacerlos retroceder.;;;;;;;;;x;
